Question Type,Question,Options,Answer
Choose the Correct Answer,The temperature at which the given liquid starts boiling is called its,(a) critical temperature--(b) boiling point--(c) melting point--(d) freezing point,(b) boiling point
Choose the Correct Answer,The boiling point of water at normal atmospheric pressure is,(a) 0°C--(b) 100°C--(c) 110°C--(d) 220°C,(b) 100°C
Choose the Correct Answer,Temperature of a body is the measure of _______ of its molecules,(a) kinetic energy--(b) potential energy--(c) thermal energy--(d) total energy,(a) kinetic energy
Choose the Correct Answer,SI unit of temperature is,(a) Celsius--(b) Fahrenheit--(c) Kelvin--(d) None of these,(c) Kelvin
Choose the Correct Answer,The lowest possible temperature is,(a) -273.15°C--(b) -100°C--(c) 0°C--(d) 100°C,(a) -273.15°C
True or False,Heat energy always flows from a hotter body to a colder body.,True
True or False,The SI unit of specific heat capacity is J kg-1 K-1.,True
True or False,The freezing point of water decreases with increase in pressure.,False
True or False,A liquid boils at a lower temperature at hills than at plains.,True
Fill in the Blanks,The specific heat capacity of water is _______ J kg-1 K-1.,4180
Fill in the Blanks,The temperature at which a solid changes into liquid state is called its _______ point.,melting
Fill in the Blanks,The latent heat of vaporization of water is _______ J kg-1.,2.26 × 106
Fill in the Blanks,The process of converting a gas into liquid is called _______.,condensation
Fill in the Blanks,The boiling point of a liquid _______ with increase in pressure.,increases
Answer Briefly,What is meant by thermal equilibrium?,When two bodies at different temperatures are placed in contact they exchange heat until both reach the same temperature. This state is called thermal equilibrium.
Answer Briefly,Define specific heat capacity.,Specific heat capacity is the amount of heat energy required to raise the temperature of 1 kg of a substance by 1 K or 1°C.
Answer in Detail,Explain the different types of heat transfer.,Heat transfer occurs in three ways: 1. Conduction: Transfer of heat through matter without actual movement of particles. Example: Heat transfer through metal rod. 2. Convection: Transfer of heat through actual movement of particles in fluids. Example: Sea breeze formation. 3. Radiation: Transfer of heat through electromagnetic waves requiring no medium. Example: Heat from the Sun reaching Earth.
Answer in Detail,Describe the effects of heat on matter.,Effects of heat on matter include: 1. Rise in temperature: Increases kinetic energy of particles. 2. Change in size: Thermal expansion in solids liquids and gases. 3. Change in state: Melting freezing vaporization and condensation. 4. Change in physical properties: Electrical resistance viscosity etc.
