Question Type,Question,Options,Answer
Choose the Correct Answer,The modern periodic law states that the physical and chemical properties of elements are periodic functions of their,(a) atomic numbers--(b) atomic masses--(c) atomic volumes--(d) atomic densities,(a) atomic numbers
Choose the Correct Answer,In the modern periodic table periods are arranged according to,(a) increasing atomic number--(b) decreasing atomic number--(c) atomic mass--(d) atomic size,(a) increasing atomic number
Choose the Correct Answer,The number of elements present in the 2nd period of the modern periodic table is,(a) 2--(b) 8--(c) 18--(d) 32,(b) 8
Choose the Correct Answer,Among the following elements the most metallic in nature is,(a) Na--(b) Mg--(c) Al--(d) Si,(a) Na
Choose the Correct Answer,The element with atomic number 16 belongs to the period number and group number,(a) 3 16--(b) 3 17--(c) 2 16--(d) 3 15,(a) 3 16
True or False,Atomic radius decreases from left to right in a period.,True
True or False,Metallic character increases down the group.,True
True or False,Non-metallic elements are good conductors of heat and electricity.,False
True or False,Noble gases are all monoatomic in nature.,True
Fill in the Blanks,The elements in the modern periodic table are arranged in _______ periods and _______ groups.,7 18
Fill in the Blanks,The modern periodic table is based on _______ configuration of elements.,electronic
Fill in the Blanks,Atomic size _______ down the group.,increases
Fill in the Blanks,Electronegativity _______ across a period from left to right.,increases
Fill in the Blanks,Elements in the same group have similar _______ properties.,chemical
Answer Briefly,What is periodicity?,The regular repetition of properties of elements in the periodic table is called periodicity.
Answer Briefly,Define atomic radius.,Atomic radius is half the distance between the nuclei of two adjacent atoms in the metallic crystal.
Answer in Detail,Explain the trends in atomic radius across periods and down groups.,Atomic radius trends: 1. Across period: Decreases from left to right due to increasing nuclear charge and same shell. 2. Down group: Increases due to addition of new shells. 3. Factors affecting: Nuclear charge number of shells and electron-electron repulsion. 4. Examples: In period 2 Li > Be > B > C > N > O > F. In group 1 Cs > Rb > K > Na > Li.
Answer in Detail,Describe the periodic trends in metallic and non-metallic character.,Metallic character: 1. Decreases across period due to increasing nuclear charge. 2. Increases down group due to increasing atomic size. Non-metallic character: 1. Increases across period due to increasing electron affinity. 2. Decreases down group due to decreasing electron affinity. Examples: Na is more metallic than Mg Al is more metallic than Si F is more non-metallic than Cl.
